#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-07-25T22:34:42 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5b58f6c92355f	
#INFO	-out.max=unlimited	
#INFO	queryParameters=24	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=J/ApJ/810/14/highlat
#-nav=cat:J/ApJ/810/14&tab:{J/ApJ/810/14/highlat}&key:source=J/ApJ/810/14/highlat&HTTPPRM:&&-ref=VIZ5b58f6c92355f&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=3FGL&-out=VHE&-out=CName&-out=RAJ2000&-out=DEJ2000&-out=Sep&-out=PosErr&-out=SpCl&-out=z&-out=FRad&-out=n_FRad&-out=FX&-out=Vmag1&-out=Vmag2&-ignore=Simbad=*&Simbad=Simbad&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=J/ApJ/810/14/highlat
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJ/810/14/highlat
#-out=3FGL
#-out=VHE
#-out=CName
#-out=RAJ2000
#-out=DEJ2000
#-out=Sep
#-out=PosErr
#-out=SpCl
#-out=z
#-out=FRad
#-out=n_FRad
#-out=FX
#-out=Vmag1
#-out=Vmag2
#

#RESOURCE=yCat_18100014
#Name: J/ApJ/810/14
#Title: Third catalog of LAT-detected AGNs (3LAC) (Ackermann+, 2015)
#Table	J_ApJ_810_14_highlat:
#Name: J/ApJ/810/14/highlat
#Title: High latitude (|b|>10deg) 3LAC full  sample and fluxes
#Column	3FGL	(A13)	3FGL Source Name (JHHMM.m+DDMMa)	[ucd=meta.id;meta.main]
#Column	VHE	(I3)	Simbad column added by the CDS [NULL integer written as an empty string]	[ucd=meta.code]
#Column	CName	(a26)	Name of the counterpart source	[ucd=meta.id.cross]
#Column	RAJ2000	(F9.5)	Radio counterpart right Ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Radio counterpart declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Sep	(F6.3)	[0/0.4] Angular separation with counterpart source	[ucd=meta.id.assoc;pos.angDistance]
#Column	PosErr	(F6.3)	[0/0.6] 95% error radius	[ucd=stat.error;phys.angSize]
#Column	SpCl	(a7)	Optical class (G1)	[ucd=src.class]
#Column	z	(F8.5)	[0.001/3.2]? Redshift	[ucd=src.redshift]
#Column	FRad	(F9.2)	? Radio flux	[ucd=phot.flux.density;em.radio]
#Column	n_FRad	(A1)	Flag on FRad (G4)	[ucd=meta.note]
#Column	FX	(F8.3)	? X-ray flux; units of 1e-13erg/cm2/s	[ucd=phot.flux;em.X-ray]
#Column	Vmag1	(F6.3)	? USNO V band magnitude	[ucd=phot.mag;em.opt.V]
#Column	Vmag2	(F6.3)	? SDSS V band magnitude	[ucd=phot.mag;em.opt.V]
3FGL	VHE	CName	RAJ2000	DEJ2000	Sep	PosErr	SpCl	z	FRad	n_FRad	FX	Vmag1	Vmag2
J2000.4-2926 	  0	PMN J2000-2931            	300.07070	-29.50734	 0.071	 0.114	fsrq   	 0.65200	   103.44	N	        	18.276	
J2001.0-1750 	  0	PKS 1958-179              	300.23788	-17.81602	 0.035	 0.038	fsrq   	 0.65200	   550.59	N	  40.400	17.426	
J2001.8+7041 	  0	TXS 2001+705              	300.39151	+70.67382	 0.029	 0.046	bll    	 0.25400	   160.13	N	        	19.644	
J2002.7+6303 	  0	1RXS J200245.4+630226     	300.68736	+63.04185	 0.016	 0.073	bcu II 	        	    11.62	N	  32.000	      	
J2004.8+7003 	  0	1RXS J200504.0+700445     	301.27506	+70.07760	 0.026	 0.040	bll    	        	     8.13	N	  18.000	18.912	
J2005.2+7752 	  0	S5 2007+77                	301.37916	+77.87868	 0.015	 0.035	bll    	 0.34200	  1060.80	N	  12.000	18.155	15.420
J2006.0-2311 	  0	TXS 2002-233              	301.48581	-23.17417	 0.027	 0.114	fsrq   	 0.83000	   302.50	N	        	19.179	
J2007.3+6605 	  0	TXS 2007+659              	301.86988	+66.12293	 0.034	 0.111	fsrq   	 1.32500	   509.03	N	        	20.669	
J2007.7-7728 	  0	PKS 2000-776              	301.77690	-77.51173	 0.052	 0.133	bcu II 	        	   233.20	S	        	      	
J2007.8-4429 	  0	PKS 2004-447              	301.97994	-44.57897	 0.081	 0.070	nlsy1  	 0.24000	   861.50	S	   5.850	17.913	
J2009.3-4849 	  1	PKS 2005-489              	302.35579	-48.83159	 0.006	 0.018	bll    	 0.07100	  1299.00	S	 808.000	11.286	
J2010.3+7228 	  0	4C +72.28                 	302.46793	+72.48871	 0.039	 0.048	bll    	        	   953.70	N	        	19.951	
J2012.1-1643 	  0	PMN J2012-1646            	303.12575	-16.78069	 0.107	 0.284	bll    	        	   149.31	N	        	      	
J2014.3-0047 	  0	PMN J2014-0047            	303.61935	-00.78969	 0.044	 0.044	bll    	 0.23000	   124.86	N	  23.500	18.343	
J2014.5+0648 	  0	NVSS J201431+064849       	303.62953	+06.81453	 0.012	 0.053	bcu II 	        	    15.95	N	  12.800	17.192	17.240
J2014.9+1623 	  0	4C +16.67                 	303.76628	+16.37426	 0.032	 0.067	bcu II 	        	   483.73	N	   9.370	18.613	
J2015.2-0138 	  0	PKS 2012-017              	303.81316	-01.62571	 0.021	 0.049	bll    	        	   921.78	N	        	17.850	
J2016.4-0905 	  0	PMN J2016-0903            	304.10015	-09.05930	 0.024	 0.033	bll    	 0.36700	    75.62	N	   6.420	17.320	
J2017.6-4110 	  0	1RXS J201731.2-411452     	304.37492	-41.25464	 0.088	 0.081	bcu II 	        	   144.10	S	        	18.409	
J2021.9+0630 	  0	87GB 201926.8+061922      	305.48110	+06.48713	 0.016	 0.082	bll    	        	    61.52	N	        	16.821	16.810
J2022.2-4515 	  0	PMN J2022-4513            	305.60946	-45.22542	 0.036	 0.089	bll    	        	   138.20	S	        	13.912	
J2022.5+7612 	  0	S5 2023+760               	305.64823	+76.19060	 0.018	 0.046	bll    	 0.59400	   429.03	N	        	18.166	15.890
J2023.6-1139 	  0	PMN J2023-1140            	305.90292	-11.66619	 0.016	 0.050	fsrq   	 0.69800	   175.11	N	        	      	
J2024.4-0848 	  0	1RXS J202428.9-084810     	306.12243	-08.80133	 0.021	 0.055	bcu II 	        	    37.09	N	  52.300	17.898	
J2024.4-3254 	  0	PKS 2021-330              	306.14824	-32.89331	 0.036	 0.161	fsrq   	 1.46500	   887.03	N	        	18.904	
J2025.6-0736 	  0	PKS 2023-07               	306.41942	-07.59797	 0.004	 0.022	fsrq   	 1.38800	  1347.27	N	        	18.227	
J2026.3+7644 	  0	1RXS J202633.4+764432     	306.62970	+76.74725	 0.012	 0.078	bcu II 	        	     6.38	N	  31.800	19.555	17.940
J2030.2-0622 	  0	TXS 2027-065              	307.56308	-06.37081	 0.007	 0.067	fsrq   	 0.66700	   244.04	N	        	      	
J2031.0+1937 	  0	RX J2030.8+1935           	307.73806	+19.60359	 0.026	 0.053	bcu II 	        	    56.78	N	        	17.643	
J2031.8+1223 	  0	PKS 2029+121              	307.97914	+12.32815	 0.064	 0.078	bll    	 1.21500	   999.46	N	        	17.677	
J2033.6+6309 	  0	87GB 203249.5+625814      	308.41554	+63.14441	 0.007	 0.061	bcu II 	        	   100.66	N	        	19.571	
J2034.3+1155 	  0	TXS 2032+117              	308.65462	+11.90872	 0.069	 0.124	fsrq   	 0.60700	   341.52	N	  10.500	15.642	
J2035.3+1055 	  0	PKS 2032+107              	308.84306	+10.93522	 0.020	 0.050	fsrq   	 0.60100	  1074.67	N	        	15.520	
J2036.4+6551 	  0	87GB 203539.4+654245      	309.08390	+65.88738	 0.031	 0.045	bll    	        	   131.43	N	        	18.605	
J2036.6-3325 	  0	1RXS J203650.9-332817     	309.20844	-33.47539	 0.056	 0.092	bcu II 	        	     3.52	N	  37.100	      	
J2036.8-2830 	  0	PMN J2036-2830            	309.15740	-28.50737	 0.057	 0.131	fsrq   	 2.30800	   293.00	A	        	      	
J2039.0-1047 	  0	TXS 2036-109              	309.75296	-10.77830	 0.020	 0.032	bll    	        	   193.10	N	        	18.113	
J2040.0-5734 	  0	PKS 2036-577              	310.00459	-57.58602	 0.011	 0.107	bcu II 	        	   865.80	S	        	      	
J2040.2-7115 	  0	PKS 2035-714              	310.03537	-71.24786	 0.017	 0.047	bcu I  	 0.16176	   494.20	S	  86.400	      	
J2041.7-3732 	  0	NVSS J204150-373341       	310.46052	-37.56151	 0.019	 0.044	bll    	 0.09856	    88.52	N	  98.800	14.277	
J2041.9-7318 	  0	SUMSS J204201-731911      	310.50916	-73.32003	 0.017	 0.048	bcu III	        	    33.40	S	        	18.156	
J2042.1+2428 	  0	MG2 J204208+2426          	310.52521	+24.44787	 0.023	 0.046	bll    	 0.10400	    70.32	N	 232.000	13.869	
J2046.7-1011 	  0	PMN J2046-1010            	311.72723	-10.17844	 0.043	 0.087	bcu II 	        	   106.09	N	   5.900	17.686	
J2049.0-6801 	  0	PKS 2043-682              	312.09929	-68.08103	 0.078	 0.085	bcu II 	        	   354.80	S	        	17.316	
J2049.7+1002 	  0	PKS 2047+098              	312.44110	+10.05400	 0.009	 0.079	bcu II 	        	   274.68	N	        	      	
J2050.2+0409 	  0	PKS 2047+039              	312.52600	+04.13025	 0.048	 0.095	bll    	        	   565.62	N	        	19.231	17.650
J2051.8-5535 	  0	PMN J2052-5533            	313.05702	-55.55279	 0.065	 0.086	bcu II 	        	   388.40	S	        	19.902	
J2055.0+0016 	  0	RGB J2054+002             	313.73679	+00.26055	 0.016	 0.055	bll    	 0.15100	    57.13	N	  39.700	16.415	16.300
J2055.2-0019 	  0	1RXS J205528.2-002123     	313.86763	-00.35477	 0.065	 0.067	bll    	 0.44000	    41.04	N	 120.000	18.633	17.540
J2056.2-4714 	  0	PKS 2052-47               	314.06817	-47.24656	 0.002	 0.021	fsrq   	 1.49100	  2138.00	S	  12.700	18.230	
J2103.9-3546 	  0	NVSS J210353-354620       	315.97113	-35.77224	 0.023	 0.077	bcu II 	        	    74.58	N	        	20.444	
J2103.9-6233 	  0	PMN J2103-6232            	315.90997	-62.54053	 0.041	 0.037	bcu II 	        	    83.50	S	  68.500	16.946	
J2104.2-0211 	  0	NVSS J210421-021239       	316.09103	-02.21090	 0.044	 0.096	bcu II 	        	    14.13	N	  15.900	18.410	17.370
J2106.1+2505 	  0	MG3 J210642+2501          	316.66566	+25.01597	 0.148	 0.151	bcu II 	        	   121.21	N	        	20.410	
J2107.7-4822 	  0	PMN J2107-4827            	316.93537	-48.46745	 0.098	 0.193	bcu III	        	    45.80	S	        	19.371	
J2108.6-0250 	  0	TXS 2106-030              	317.18640	-02.84285	 0.014	 0.064	bll    	 0.14900	   127.22	N	        	15.031	15.500
J2108.6-8619 	  0	1RXS J210959.5-861853     	317.54657	-86.31322	 0.025	 0.075	bcu III	        	    25.10	S	   4.430	18.884	
J2109.1-6638 	  0	PKS 2104-668              	317.21592	-66.62298	 0.029	 0.055	bcu II 	        	   327.00	S	  29.700	17.536	
J2110.0+0812 	  0	PMN J2110+0810            	317.54032	+08.16538	 0.043	 0.082	fsrq   	 1.58000	    77.46	N	        	19.600	18.910
J2110.3-1013 	  0	PKS 2107-105              	317.50408	-10.34926	 0.145	 0.314	fsrq   	 2.50000	  1193.72	N	        	18.477	
J2112.7+0819 	  0	1RXS J211242.5+081831     	318.17909	+08.31003	 0.019	 0.039	bcu II 	        	    23.52	N	  78.600	      	17.320
J2114.7+3130 	  0	B2 2112+31                	318.71025	+31.50589	 0.015	 0.102	bcu II 	        	   402.38	N	        	      	
J2115.4+2933 	  0	B2 2113+29                	318.87256	+29.56066	 0.020	 0.042	fsrq   	 1.51400	   755.79	N	   5.720	19.486	
J2116.1+3339 	  0	B2 2114+33                	319.06049	+33.65567	 0.013	 0.020	bll    	 1.59600	   116.28	N	   8.790	15.319	
J2118.0-3241 	  0	NVSS J211754-324326       	319.47897	-32.72411	 0.042	 0.074	bcu I  	 0.21528	    22.89	N	  19.200	17.507	
J2118.4+0013 	  0	PMN J2118+0013            	319.57249	+00.22134	 0.031	 0.116	fsrq   	 0.46300	   148.56	N	        	19.950	17.870
J2119.2-3313 	  0	PMN J2118-3316            	319.72117	-33.28089	 0.100	 0.135	bcu II 	        	    67.60	S	        	      	
J2121.0+1901 	  0	OX 131                    	320.25253	+19.02452	 0.015	 0.032	fsrq   	 2.18000	   698.22	N	        	      	19.910
J2123.6+0533 	  0	OX 036                    	320.93549	+05.58947	 0.030	 0.108	fsrq   	 1.94100	   794.15	N	   8.520	19.967	16.840
J2126.5-3926 	  0	PMN J2126-3921            	321.60505	-39.35641	 0.091	 0.168	bcu II 	        	    77.59	N	        	19.813	
J2126.5-4605 	  0	PKS 2123-463              	321.62793	-46.09664	 0.010	 0.042	fsrq   	 1.67000	  1520.00	S	        	17.891	
J2127.7+3612 	  0	B2 2125+35                	321.92929	+36.21826	 0.023	 0.038	bll    	        	   191.82	N	  14.000	17.668	
J2130.8-2745 	  0	RBS 1751                  	322.76373	-27.78282	 0.040	 0.061	bll    	        	    37.46	N	  53.800	18.007	
J2131.5-0915 	  0	RBS 1752                  	322.89760	-09.25658	 0.008	 0.034	bll    	 0.44900	    43.61	N	 158.000	17.164	
J2131.8-2516 	  0	RBS 1755                  	322.96457	-25.26627	 0.011	 0.049	bll    	        	    11.00	N	  60.400	18.854	
J2132.4-5420 	  0	PMN J2132-5420            	323.03458	-54.34348	 0.043	 0.102	bcu II 	        	    73.00	S	        	      	
J2133.3+2533 	  0	87GB 213100.1+251534      	323.30983	+25.48305	 0.081	 0.091	bcu II 	        	    39.85	N	        	17.612	17.210
J2133.8+6648 	  0	NVSS J213349+664706       	323.45482	+66.78455	 0.017	 0.033	bcu II 	        	    35.59	N	        	      	
J2134.1-0152 	  0	PKS 2131-021              	323.54296	-01.88812	 0.021	 0.042	bll    	 1.28300	  1690.55	N	   6.710	19.034	16.890
J2135.3-5008 	  0	PMN J2135-5006            	323.83396	-50.11437	 0.030	 0.074	fsrq   	 2.18100	   342.50	S	        	      	
J2139.4-4235 	  0	MH 2136-428               	324.85072	-42.58902	 0.010	 0.024	bll    	        	    78.00	S	        	16.425	
J2141.6-6412 	  0	PMN J2141-6411            	325.44350	-64.18735	 0.019	 0.060	bcu II 	        	   187.80	S	        	18.903	
J2141.7-3734 	  0	PKS 2138-377              	325.46854	-37.48694	 0.091	 0.155	fsrq   	 0.42300	   397.42	N	   6.400	17.454	
J2142.2-2546 	  0	PMN J2142-2551            	325.56636	-25.85739	 0.076	 0.135	bcu II 	        	   216.00	N	        	20.811	
J2143.1-3928 	  0	PMN J2143-3929            	325.76179	-39.49000	 0.028	 0.067	bll    	 0.42900	   143.33	N	        	19.517	
J2143.5+1744 	  0	OX 169                    	325.89810	+17.73022	 0.004	 0.029	fsrq   	 0.21300	   651.93	N	  17.600	15.365	15.890
J2144.2+3132 	  0	MG3 J214415+3132          	326.06341	+31.56088	 0.022	 0.074	bcu II 	        	    81.41	N	        	17.565	
J2144.9-3356 	  0	PMN J2145-3357            	326.25472	-33.95456	 0.029	 0.050	fsrq   	 1.36000	    94.08	N	        	      	
J2145.7+0717 	  0	MS 2143.4+0704            	326.46792	+07.32423	 0.034	 0.083	bll    	 0.23700	   101.97	N	 116.000	16.823	17.170
J2146.6-1344 	  0	NVSS J214637-134359       	326.65400	-13.73352	 0.013	 0.038	bll    	        	    22.95	N	  23.800	17.484	
J2146.7-1527 	  0	PKS 2143-156              	326.59575	-15.42886	 0.099	 0.115	fsrq   	 0.69800	   732.97	N	  10.300	17.298	
J2147.2+0929 	  0	PKS 2144+092              	326.79235	+09.49630	 0.018	 0.044	fsrq   	 1.11300	   959.94	N	        	17.260	17.380
J2147.3-7536 	  0	PKS 2142-75               	326.80304	-75.60367	 0.011	 0.023	fsrq   	 1.13800	   490.00	A	        	18.816	
J2149.6+1915 	  0	TXS 2147+191              	327.44713	+19.34613	 0.097	 0.116	bcu II 	        	   144.27	N	        	      	21.750
J2149.7+0323 	  0	PKS B2147+031             	327.42446	+03.38095	 0.017	 0.069	bll    	        	   100.06	N	        	16.778	17.300
J2150.2-1411 	  0	TXS 2147-144              	327.56466	-14.18054	 0.008	 0.044	bll    	 0.22900	    68.41	N	 149.000	16.511	
J2151.6-2744 	  0	PMN J2151-2742            	327.84127	-27.70639	 0.074	 0.210	fsrq   	 1.48500	   547.00	A	        	      	
J2151.8-3025 	  0	PKS 2149-306              	327.98135	-30.46492	 0.044	 0.078	fsrq   	 2.34500	  1243.67	N	  93.300	17.764	
J2152.4+1735 	  0	S3 2150+17                	328.10341	+17.57717	 0.008	 0.085	bll    	 0.87400	   681.06	N	        	17.891	18.190
J2152.9-0045 	  0	RBS 1792                  	328.27254	-00.70875	 0.061	 0.075	bll    	 0.34100	    24.84	N	  74.200	18.142	17.540
J2154.0-1137 	  0	PMN J2153-1136            	328.45934	-11.60392	 0.053	 0.091	fsrq   	 1.58200	    92.58	N	        	20.047	
J2156.0+1818 	  0	RX J2156.0+1818           	329.00682	+18.31086	 0.012	 0.052	bcu II 	        	    33.32	N	  53.900	17.466	17.160
J2156.9-0855 	  0	FIRST J215650.3-085535    	329.20929	-08.92643	 0.032	 0.058	bll    	        	    21.90	N	        	18.585	18.290
J2157.5+3126 	  0	B2 2155+31                	329.37010	+31.45038	 0.008	 0.024	fsrq   	 1.48800	   423.86	N	        	      	
J2158.0-1501 	  0	PKS 2155-152              	329.52617	-15.01926	 0.013	 0.050	fsrq   	 0.67200	  3021.24	N	  17.500	17.892	
J2158.8-3013 	  1	PKS 2155-304              	329.71694	-30.22559	 0.003	 0.009	bll    	 0.11600	   490.26	N	5720.000	12.545	
J2159.2-2841 	  0	NVSS J215910-284115       	329.79579	-28.68774	 0.019	 0.056	bcu I  	 0.27100	    20.29	N	        	17.418	
J2159.8+1025 	  0	TXS 2157+102              	330.03306	+10.50219	 0.107	 0.204	bll    	        	   255.72	N	        	      	20.370
J2200.2+2139 	  0	TXS 2157+213              	330.05916	+21.63251	 0.021	 0.064	bll    	        	   209.55	N	        	19.644	18.070
J2200.9-2412 	  0	NVSS J220036-241428       	330.15279	-24.24103	 0.088	 0.111	bcu II 	        	    28.88	N	        	18.588	
J2202.4-8339 	  0	PKS 2155-83               	330.58015	-83.63662	 0.020	 0.050	fsrq   	 1.86500	  1100.00	S	        	19.273	
J2202.7+4217 	  1	BL Lacertae               	330.68038	+42.27777	 0.008	 0.012	bll    	 0.06860	  6051.48	N	  74.200	13.800	
J2203.4+1725 	  0	PKS 2201+171              	330.86206	+17.43007	 0.003	 0.022	fsrq   	 1.07600	   592.80	N	  11.200	14.312	16.370
J2203.7+3143 	  0	4C +31.63                 	330.81240	+31.76063	 0.112	 0.313	fsrq   	 0.29500	  2879.35	N	 104.000	14.801	
J2204.4+0439 	  0	4C +04.77                 	331.07355	+04.66723	 0.030	 0.059	bll    	 0.02700	   467.53	N	  18.600	 9.975	13.480
J2206.9-0031 	  0	PMN J2206-0031            	331.68034	-00.51736	 0.067	 0.072	bll    	 1.05300	   152.36	N	        	      	18.830
J2207.8-5345 	  0	PKS 2204-54               	331.93222	-53.77606	 0.016	 0.069	fsrq   	 1.21500	  1799.00	S	  10.100	18.200	
J2212.0+2355 	  0	PKS 2209+236              	333.02486	+23.92793	 0.022	 0.042	fsrq   	 1.12500	   557.08	N	        	20.121	19.050
J2212.3-7039 	  0	PMN J2211-7039            	332.98430	-70.65412	 0.035	 0.145	bcu II 	        	    41.30	S	        	17.114	
J2212.6+2801 	  0	MG3 J221240+2759          	333.16293	+27.99401	 0.027	 0.062	bcu II 	        	   144.99	N	        	18.127	18.790
J2213.1-2532 	  0	PKS 2210-25               	333.26041	-25.49169	 0.048	 0.153	fsrq   	 1.83300	  1210.27	N	        	18.470	
J2213.6-4755 	  0	SUMSS J221330-475426      	333.37646	-47.90700	 0.024	 0.068	bcu III	        	    27.30	S	        	18.455	
J2217.0+2421 	  0	B2 2214+24B               	334.25342	+24.36277	 0.013	 0.057	bll    	 0.50500	   528.37	N	   8.490	19.623	16.880
J2219.2+1806 	  0	MG1 J221916+1806          	334.80872	+18.10988	 0.008	 0.125	fsrq   	 1.07100	   159.27	N	        	20.367	
J2220.3+2812 	  0	RX J2220.4+2814           	335.11963	+28.23207	 0.042	 0.106	bcu II 	        	    48.87	N	  21.900	15.438	16.190
J2221.6-5225 	  0	PMN J2221-5224            	335.37233	-52.42372	 0.024	 0.038	bll    	        	    25.40	S	  85.800	16.944	
J2222.3-3500 	  0	PKS 2220-351              	335.77471	-34.92977	 0.173	 0.150	fsrq   	 0.29800	   850.42	N	  11.400	16.148	
J2224.6-1122 	  0	PKS 2221-116              	336.03318	-11.43920	 0.154	 0.185	bll    	 0.11500	   558.93	N	        	19.297	
J2225.8-0454 	  0	3C 446                    	336.44691	-04.95039	 0.054	 0.049	fsrq   	 1.40400	  7411.66	N	  21.200	17.115	16.970
J2227.8+0040 	  0	PMN J2227+0037            	336.99229	+00.61790	 0.066	 0.118	bll    	        	   101.68	N	        	18.221	17.480
J2229.7-0833 	  0	PKS 2227-08               	337.41702	-08.54845	 0.017	 0.031	fsrq   	 1.56000	   968.85	N	        	18.125	16.470
J2230.5-7817 	  0	PKS 2225-785              	337.62728	-78.26572	 0.032	 0.067	bcu II 	        	   657.90	S	        	18.862	
J2230.6-4419 	  0	PKS 2227-445              	337.73518	-44.27497	 0.073	 0.154	fsrq   	 1.32600	   472.00	A	        	19.100	
J2232.5+1143 	  0	CTA 102                   	338.15170	+11.73081	 0.016	 0.025	fsrq   	 1.03700	  7202.08	N	  30.600	16.844	16.350
J2232.9-2021 	  0	1RXS J223249.5-202232     	338.20333	-20.37402	 0.036	 0.058	bcu II 	        	    12.55	N	  26.900	17.667	
J2233.5-1235 	  0	PKS 2231-127              	338.47895	-12.50967	 0.120	 0.161	bcu II 	        	   493.83	N	        	16.473	
J2234.1-2655 	  0	PMN J2234-2656            	338.53508	-26.94584	 0.019	 0.058	bcu II 	        	    99.95	N	   2.790	19.328	
J2235.3-4835 	  0	PKS 2232-488              	338.80515	-48.59967	 0.023	 0.085	fsrq   	 0.51000	  1216.00	S	  23.900	16.982	
J2235.6-2319 	  0	PMN J2236-2309            	339.10933	-23.15739	 0.250	 0.317	bcu I  	        	   397.88	N	        	      	
J2236.0-1706 	  0	PKS 2233-173              	339.03968	-17.10610	 0.020	 0.103	fsrq   	 0.64700	   309.31	N	        	18.792	
J2236.0-3629 	  0	NVSS J223554-362901       	338.97847	-36.48413	 0.026	 0.067	bll    	        	    68.34	N	        	19.215	
J2236.2-5049 	  0	SUMSS J223605-505521      	339.02350	-50.92220	 0.097	 0.206	bcu II 	        	    36.80	S	        	      	
J2236.3+2829 	  0	B2 2234+28A               	339.09363	+28.48261	 0.016	 0.027	bll    	 0.79000	  1103.45	N	        	18.066	16.440
J2236.5-1432 	  0	PKS 2233-148              	339.14203	-14.55616	 0.013	 0.018	bll    	        	   542.30	N	   8.910	18.627	
J2237.1-3921 	  0	NVSS J223708-392137       	339.28379	-39.36058	 0.004	 0.046	fsrq   	 0.29700	   175.03	N	        	18.169	
J2240.9+4121 	  0	B3 2238+410               	340.28002	+41.33656	 0.033	 0.079	bll    	        	   336.25	N	        	19.463	
J2243.2-3933 	  0	NVSS J224326-393353       	340.85886	-39.56480	 0.041	 0.109	bcu II 	        	    59.26	N	        	      	
J2243.4-2541 	  0	PKS 2240-260              	340.86004	-25.74186	 0.048	 0.045	bll    	 0.77400	  1102.69	N	  13.400	17.878	
J2243.6-1230 	  0	RBS 1888                  	340.91875	-12.51703	 0.009	 0.065	bll    	        	    10.68	N	  94.500	18.218	
J2243.9+2021 	  0	RGB J2243+203             	340.97810	+20.35105	 0.019	 0.018	bll    	        	   109.05	N	        	16.564	15.290
J2244.1+4057 	  0	TXS 2241+406              	341.05305	+40.95378	 0.014	 0.037	bll    	 1.17100	   226.85	N	        	      	
J2246.2+1547 	  0	NVSS J224604+154437       	341.52081	+15.74371	 0.059	 0.047	bcu II 	        	    82.60	N	        	18.992	18.130
J2246.7-5205 	  0	RBS 1895                  	341.67540	-52.11122	 0.022	 0.052	bcu I  	 0.09791	    11.50	S	  88.200	17.083	
J2247.8+4413 	  0	NVSS J224753+441317       	341.97169	+44.22094	 0.009	 0.035	bll    	        	    71.34	N	  73.200	17.753	
J2248.6-3235 	  0	PKS 2245-328              	342.16119	-32.59783	 0.001	 0.198	fsrq   	 2.26800	   708.07	N	        	19.149	
J2250.1+3825 	  1	B3 2247+381               	342.52395	+38.41033	 0.009	 0.028	bll    	 0.11900	   104.05	N	  79.300	14.423	
J2250.3-4206 	  0	PMN J2250-4206            	342.59259	-42.10373	 0.007	 0.047	bcu I  	 0.11900	    81.50	S	        	17.310	
J2250.7-2806 	  0	PMN J2250-2806            	342.68538	-28.11093	 0.007	 0.024	bcu I  	 0.52500	   305.52	N	        	      	
J2251.5-4928 	  0	SUMSS J225128-492912      	342.86958	-49.48634	 0.025	 0.053	bcu II 	        	    33.30	S	        	18.787	
J2251.9+4031 	  0	MG4 J225201+4030          	342.99905	+40.51616	 0.012	 0.051	bll    	 0.22900	    92.06	N	        	16.980	
J2254.0+1403 	  0	NVSS J225354+140439       	343.47599	+14.07692	 0.033	 0.099	bll    	 0.32700	    11.75	N	   6.170	17.340	17.550
J2254.0+1608 	  0	3C 454.3                  	343.49062	+16.14821	 0.011	 0.007	fsrq   	 0.85900	 12657.33	N	 190.000	15.686	14.430
J2255.1+2411 	  0	MG3 J225517+2409          	343.81406	+24.16982	 0.037	 0.052	bll    	        	    81.84	N	  13.100	17.498	17.560
J2256.7-2011 	  0	PKS 2254-204              	344.17170	-20.19459	 0.018	 0.044	bll    	        	   345.24	N	        	18.291	
J2258.0-2759 	  0	PKS 2255-282              	344.52485	-27.97257	 0.017	 0.028	fsrq   	 0.92600	  1249.03	N	        	17.391	
J2258.1-8248 	  0	PMN J2258-8246            	344.49754	-82.78143	 0.025	 0.069	bcu II 	        	    57.80	S	        	17.746	
J2258.3-5526 	  0	PMN J2258-5526            	344.57858	-55.42700	 0.017	 0.102	bll    	 0.47900	    85.20	S	  51.900	17.911	
J2300.3+3136 	  0	NVSS J230022+313703       	345.09516	+31.61789	 0.015	 0.033	bll    	        	    68.11	N	        	17.170	17.020
J2304.6+3704 	  0	1RXS J230437.1+370506     	346.15298	+37.08540	 0.007	 0.030	bll    	        	    23.05	N	 185.000	17.785	
J2305.3-4219 	  0	SUMSS J230512-421859      	346.30183	-42.31589	 0.031	 0.078	bcu II 	        	    39.80	S	        	19.091	
J2307.4-1208 	  0	1RXS J230722.5-120520     	346.84187	-12.08852	 0.049	 0.088	bll    	        	     7.28	N	  29.400	17.772	
J2307.7+1449 	  0	MG1 J230734+1449          	346.89167	+14.83833	 0.049	 0.054	bll    	 0.50300	   109.47	N	        	20.189	19.070
J2309.6-3633 	  0	1RXS J230940.6-363241     	347.41832	-36.54197	 0.020	 0.047	bcu II 	        	    90.95	N	  23.900	      	
J2311.0+0204 	  0	NVSS J231101+020504       	347.75539	+02.08481	 0.011	 0.049	bll    	        	    62.57	N	        	17.557	16.220
J2311.0+3425 	  0	B2 2308+34                	347.77220	+34.41970	 0.008	 0.023	fsrq   	 1.81700	   979.71	N	   8.020	19.551	17.690
J2312.9-6923 	  0	SUMSS J231347-692332      	348.44968	-69.39197	 0.074	 0.074	bcu III	        	    12.20	S	  14.800	19.679	
